Episode Id,Episode Number,Episode Title,Publish Date,Youtube Url,Transcript Filename,Relative Transcript Path,Episode Type,Main Category,Central Question,Central Struggle,Core Coaching Theme,Primary Nick Framework,Secondary Nick Frameworks,Incidental Nick Concepts,Emotional Themes,Target Audience,Weight Loss Stage,Simple Tags,Topic Tags,Search Queries,Hidden Concepts,Myths Debunked,Key Takeaways,Caller's Questions (if episode is call-in)
EP-063,63,The dark side of intermittent fasting,2025-02-26,https://youtube.com/watch?v=KmJsi2gTd4s,EP-063 - The dark side of intermittent fasting - EP 063.txt,../YT Transcripts/EP-063 - The dark side of intermittent fasting - EP 063.txt,Solo,Nutrition Strategy,"Is intermittent fasting actually helping you lose weight permanently, or is it fueling overeating and binge eating?","Restricting meals through intermittent fasting, leading to intense cravings, overeating, binge eating, and obsession with food.","For most people with obesity, regular nourishing meals create a healthier relationship with food than prolonged fasting, making sustainable weight loss easier.",Common Sense Diet System,Common Sense Diet,Go-To Meals,"intermittent fasting, one meal a day, OMAD, binge eating, overeating, breakfast, meal timing, cravings","Relief, hope, frustration, self-awareness, empowerment","People using intermittent fasting or OMAD who struggle with cravings, overeating, or fear of regaining weight",Actively Losing,"binge eating, meal timing, food obsession, satiety, relationship with food, sustainable nutrition, habit formation","intermittent fasting weight loss, OMAD binge eating, should I eat breakfast, skipping breakfast, intermittent fasting cravings, one meal a day, breakfast for weight loss, meal timing","cognitive reframing, self-regulation, avoidance coping, habit formation","Intermittent fasting is not the best long-term strategy for most people trying to lose weight permanently; skipping breakfast to ""save calories"" often increases cravings and overeating later; fasting may have health benefits, but it is not necessarily the best weight-loss tool for people with obesity or binge eating tendencies; eating breakfast does not sabotage weight loss.","Nick argues that intermittent fasting and OMAD fueled his food obsession and binge eating despite initial weight-loss success. He recommends eating a small, satisfying breakfast, building consistent go-to meals, and prioritizing a sustainable relationship with food over meal-skipping strategies.",
EP-064,64,If food is the best part of your day...,2025-03-05,https://youtube.com/watch?v=Q8LNzrJIGiY,EP-064 - If food is the best part of your day... - EP 064.txt,../YT Transcripts/EP-064 - If food is the best part of your day... - EP 064.txt,Solo,Emotional Eating,"What happens when food is the biggest source of joy in your life, and how do you change that?","Depending on food for pleasure, comfort, and dopamine because life outside of eating feels empty, stressful, or unfulfilling.","Sustainable weight loss requires building a life that is more rewarding than food by creating purpose, hobbies, relationships, and healthier ways to process emotions.",Common Sense Diet System,Common Sense Diet,Whole foods; coping with emotions; visualization,"emotional eating, food addiction, coping with food, dopamine, hobbies, purpose, joy, processed foods, cravings","Hope, loneliness, self-compassion, empowerment, fulfillment","People who emotionally eat, feel like food is their biggest source of happiness, or struggle to find enjoyment outside of eating",Identity Transformation,"emotional eating, coping mechanisms, dopamine, purpose, identity transformation, self-worth, emotional regulation, relationship with food","food is the best part of my day, emotional eating, food addiction, coping with food, dopamine and food, how to stop emotional eating, finding purpose after weight loss, processed foods","emotional regulation, identity reconstruction, avoidance coping, intrinsic motivation, cognitive reframing","Emotional eating is not just a food problem but often a life problem; removing favorite foods without creating other sources of fulfillment is not sustainable; processed foods are engineered for pleasure, making them poor foundations for a healthy relationship with food; lasting weight loss comes from changing your life, not just your diet.","Nick explains that when food becomes life's primary source of pleasure, long-term weight loss becomes extremely difficult. He encourages listeners to build hobbies, passions, meaningful goals, and healthier coping skills so food becomes one enjoyable part of life rather than the center of it, allowing sustainable habits to develop naturally.",
EP-065,65,The 'diet coke' effect,2025-03-13,https://youtube.com/watch?v=srtNSHspzdw,EP-065 - The 'diet coke' effect - EP 065.txt,../YT Transcripts/EP-065 - The 'diet coke' effect - EP 065.txt,Solo,Food Quality & Cravings,Are zero-calorie alternatives like Diet Coke actually helping you achieve sustainable weight loss?,"Choosing low-calorie substitutes to reduce calories without addressing cravings, food quality, or the underlying relationship with food.","Sustainable weight loss comes from nourishing your body with real, whole foods that naturally reduce cravings rather than relying on artificial low-calorie substitutes.",Common Sense Diet System,Common Sense Diet,Food noise; real food; celebration meals,"Diet Coke, zero-calorie drinks, cravings, food quality, food noise, artificial sweeteners, whole foods, Greek yogurt, Halo Top","Curiosity, empowerment, self-awareness, confidence",People who rely on diet products or low-calorie alternatives and still struggle with cravings or food obsession,Actively Losing,"cravings, food quality, relationship with food, food noise, sustainable nutrition, mindful eating, habit formation, calorie fixation","is Diet Coke bad for weight loss, Diet Coke cravings, zero-calorie drinks, artificial sweeteners and cravings, food quality vs calories, whole foods, Common Sense Diet, food noise","cognitive reframing, self-regulation, habit formation, intrinsic motivation",Zero-calorie alternatives are not automatically healthier because they have fewer calories; losing weight is different from maintaining health; calorie reduction alone does not eliminate cravings; low-calorie substitutes do not address the root cause of overeating; sustainable weight loss depends on food quality as well as calorie balance.,"Nick argues that Diet Coke and other zero-calorie alternatives may reduce calories but often reinforce cravings and food obsession. He encourages listeners to prioritize whole, nutrient-dense foods, enjoy real treats intentionally instead of chasing low-calorie versions, and build a relationship with food based on nourishment rather than calorie minimization, making sustainability—not weight loss alone—the ultimate goal.",
EP-066,66,Lose weight by living it first in your mind,2025-03-19,https://youtube.com/watch?v=JLOvwtaKrc8,EP-066 - Lose weight by living it first in your mind - EP 066.txt,../YT Transcripts/EP-066 - Lose weight by living it first in your mind - EP 066.txt,Solo,Visualization & Self-Belief,How do you build genuine belief that you can lose weight and keep it off before you've achieved the result?,"Feeling stuck in self-doubt, losing motivation during setbacks, and struggling to stay connected to a meaningful future vision.","Lasting weight loss starts by mentally rehearsing the life you want, acting as the future version of yourself today, and strengthening belief through consistent action rather than waiting for confidence to appear first.",Common Sense Diet System,,Mind-body connection; visualization; gratitude practice,"visualization, self-belief, motivation, future self, mindset, sustainable weight loss, identity, consistency, healing","Hope, gratitude, resilience, empowerment, self-trust","People who have restarted countless times, struggle to stay motivated, or don't believe they're capable of lasting weight loss",Starting Over,"self-belief, future self, identity transformation, visualization, habit formation, resilience, intrinsic motivation, cognitive reframing","visualization for weight loss, how to believe you can lose weight, future self exercise, motivation for weight loss, sustainable weight loss mindset, identity transformation, consistency after setbacks","identity reconstruction, self-efficacy, cognitive reframing, future self visualization, intrinsic motivation, emotional resilience",Confidence does not have to come before action; motivation is not something you wait for—it grows through acting as your future self; setbacks are not signs to quit but opportunities to reinforce identity; lasting weight loss is not just about changing food but changing how you see yourself and your future.,"Using his recovery from a severe back injury as the central story, Nick explains how visualization, gratitude, and future-self thinking helped him overcome both obesity and current physical setbacks. He teaches listeners to mentally experience the life they want before they achieve it, use that vision to guide present-day decisions, and build lasting belief through repeated aligned actions rather than temporary motivation.",
EP-067,67,Is it Common Sense Diet approved?,2025-03-26,https://youtube.com/watch?v=D5oWLlX22ZU,EP-067 - Is it Common Sense Diet approved- - EP 067.txt,../YT Transcripts/EP-067 - Is it Common Sense Diet approved- - EP 067.txt,Solo,Food Choices & Decision Making,How do you consistently decide whether a food supports your long-term weight loss goals?,Feeling overwhelmed by food choices and relying on willpower instead of having a repeatable framework for everyday eating decisions.,"Sustainable weight loss becomes easier when every food choice is filtered through a simple decision-making framework instead of emotion, cravings, or diet rules.",Common Sense Diet System,Go-To Meals,Cravings; special occasions; whole foods,"Common Sense Diet, go-to meals, whole foods, cravings, special occasions, food choices, meal planning, relationship with food","Clarity, confidence, empowerment, self-awareness",People who overthink food decisions or constantly wonder whether they should eat certain foods,Actively Losing,"decision making, relationship with food, cravings, habit formation, mindful eating, sustainable weight loss, whole foods, moderation","is it Common Sense Diet approved, Common Sense Diet foods, how to choose healthy foods, go-to meals, whole foods vs processed foods, cravings, special occasions eating, sustainable food choices","cognitive reframing, self-regulation, self-awareness, habit formation, intrinsic motivation","Healthy eating is not about rigid food rules or eating perfectly; every meal does not require calorie counting; processed foods are not automatically forbidden, but should have a meaningful purpose; sustainable eating is based on context, not restriction; healthy people don't rely on willpower—they rely on simple decision frameworks.","Nick introduces the ""Common Sense Diet Approved"" decision framework, teaching listeners to evaluate foods through a practical sequence: Go-To Meals, whole foods, special occasions, social situations, and cravings. The episode emphasizes building automatic, healthy decision-making patterns so food choices become simple, flexible, and sustainable rather than obsessive or restrictive.",
EP-068,68,Face yourself instead of the fridge,2025-04-02,https://youtube.com/watch?v=P-R7Wq3FgPw,EP-068 - Face yourself instead of the fridge - EP 068.txt,../YT Transcripts/EP-068 - Face yourself instead of the fridge - EP 068.txt,Solo,Relationship with Self,How do you stop using food to avoid painful emotions and begin building a healthier relationship with yourself?,"Avoiding self-reflection and emotional discomfort by coping with food instead of facing feelings of shame, self-hatred, and lack of self-worth.","Sustainable weight loss begins with healing your relationship with yourself through radical honesty, mirror work, and learning to sit with difficult emotions instead of eating them.",Common Sense Diet System,,Radical honesty,"mirror work, self-love, self-worth, emotional eating, binge eating, self-talk, body image, cravings, relationship with self","Vulnerability, shame, self-compassion, hope, courage, acceptance","People who hate what they see in the mirror, emotionally eat, or struggle with deep self-criticism during weight loss",Identity Transformation,"relationship with self, emotional eating, self-compassion, body image, emotional regulation, shame resilience, identity transformation, self-talk","mirror work weight loss, emotional eating, how to stop eating your feelings, relationship with yourself, self-love weight loss, body image healing, self-talk, binge eating emotions","emotional regulation, identity reconstruction, cognitive reframing, self-acceptance, shame resilience, avoidance coping","You don't have to love yourself immediately to begin healing; positive affirmations that you don't believe are less effective than radical honesty; food is not the solution to emotional pain; sustainable weight loss starts with your relationship with yourself, not just your diet; emotional discomfort should be felt, not numbed with food.","Nick introduces a guided mirror work exercise to help listeners confront shame, practice radical honesty, and develop a healthier relationship with themselves. He argues that learning to sit with uncomfortable emotions—rather than escaping to the fridge—is the same skill required to overcome emotional eating and create lasting, sustainable weight loss.",
EP-069,69,"These ""non-scale victories"" are destroying your progress",2025-04-15,https://youtube.com/watch?v=gpC3oAoJLTs,EP-069 - These -non-scale victories- are destroying your progress - EP 069.txt,../YT Transcripts/EP-069 - These -non-scale victories- are destroying your progress - EP 069.txt,Solo,Non-Scale Victories,"Which non-scale victories actually help you stay consistent, and which ones become excuses that slow your progress?","Mistaking vague feelings and self-reassurance for meaningful progress, causing people to ignore stalled habits and stop making real improvements.","Focus on tangible, measurable non-scale victories that reflect genuine behavior change instead of emotional narratives that justify lack of progress.",Common Sense Diet System,,Radical honesty,"non-scale victories, NSVs, plateau, scale, weight loss progress, habits, lifestyle change, body weight","Honesty, self-awareness, encouragement, confidence, accountability",People frustrated by weeks where the scale doesn't move and who rely on non-scale victories to stay motivated,Actively Losing,"plateau, non-scale victories, habit formation, radical honesty, sustainable weight loss, self-awareness, all-or-nothing thinking","non-scale victories, NSVs, weight loss plateau, scale not moving, sustainable weight loss, why am I not losing weight, tangible progress, weight loss habits","cognitive reframing, radical self-honesty, self-awareness, identity reconstruction","Feeling less stressed isn't the same as making progress; ""I gained muscle"" rarely explains a stalled scale during fat loss; vague feelings are poor measures of success; real non-scale victories are observable behavior changes that reinforce sustainable habits.","Nick distinguishes between intangible NSVs that become excuses and tangible NSVs that reinforce lasting behavior change. He argues that measurable lifestyle improvements—not feelings—help people stay consistent through plateaus, while radical honesty and habit-based progress ultimately lead to sustainable weight loss and long-term success.",
EP-070,70,A world where food makes your life better...,2025-04-16,https://youtube.com/watch?v=0CMhWd2jmtM,EP-070 - A world where food makes your life better... - EP 070.txt,../YT Transcripts/EP-070 - A world where food makes your life better... - EP 070.txt,Solo,Relationship with Food,"What does a truly healthy relationship with food look like, and how does it change your life beyond weight loss?","Living in constant food noise, emotional eating, guilt, cravings, and obsession with dieting without realizing that the relationship with food—not the food itself—is the real issue.",Sustainable weight loss begins by transforming your relationship with food so it becomes a tool that supports your life instead of something you constantly battle.,Common Sense Diet System,Go-To Meals; Common Sense Diet,Food noise,"relationship with food, food noise, emotional eating, cravings, binge eating, go-to meals, meal planning, whole foods, portion control, calorie counting","Hope, freedom, clarity, self-awareness, empowerment",People who have repeatedly lost and regained large amounts of weight and feel consumed by thoughts about food,Identity Transformation,"relationship with food, emotional eating, food noise, habit formation, sustainable weight loss, all-or-nothing thinking, lifestyle design, self-awareness","healthy relationship with food, food noise, emotional eating, binge eating, how to stop thinking about food, go-to meals, Common Sense Diet, sustainable weight loss, relationship with food","cognitive reframing, identity reconstruction, emotional regulation, avoidance coping, intrinsic motivation","Food is not the problem—your relationship with food is; healthy eating should make your life better, not feel like punishment; sustainable weight loss is not built through calorie obsession, metabolism hacks, or restrictive diets; food should fuel your life purpose rather than distract you from it; simple, repeatable meals outperform constantly chasing the perfect diet.","Nick reframes weight loss as the process of creating a life where food consistently improves your physical health, mental clarity, and ability to pursue your purpose. He explains how healing food noise, simplifying meals through Go-To Meals, eating whole foods in normal portions, and reserving indulgent foods for meaningful occasions creates a sustainable relationship with food that lasts for life.",
EP-071,71,Standing naked in front of 110 people,2025-04-23,https://youtube.com/watch?v=yv0wWJddDXY,EP-071 - Standing naked in front of 110 people - EP 071.txt,../YT Transcripts/EP-071 - Standing naked in front of 110 people - EP 071.txt,Solo,Body Shame & Self-Acceptance,How do you overcome the shame you feel about your body while losing weight instead of waiting until you reach your goal?,"Believing that losing weight alone will eliminate body shame, while continuing to reject and disconnect from your body throughout the journey.",Sustainable weight loss requires transforming shame into acceptance and pride by building a healthier relationship with your body during the weight loss process—not after it.,Common Sense Diet System,,,"body shame, self-acceptance, loose skin, stretch marks, body image, shame, guilt, self-love, mirror exercise","Shame, vulnerability, self-compassion, courage, pride, acceptance","People who hate their bodies, avoid mirrors, or believe they'll only feel worthy after losing weight",Actively Losing,"body image, self-acceptance, shame resilience, identity transformation, self-compassion, cognitive reframing, sustainable weight loss","body shame after weight loss, how to accept your body, loose skin after weight loss, mirror exercise, how to stop hating your body, stretch marks after weight loss, self-acceptance weight loss","shame resilience, identity reconstruction, cognitive reframing, self-acceptance, emotional processing, vulnerability","Losing weight does not automatically eliminate body shame; self-hatred does not create sustainable weight loss; confidence does not suddenly appear at goal weight; you don't have to love your body immediately—you can begin with acceptance; sustainability requires healing your relationship with your body while losing weight, not afterward.","Nick shares how he transformed years of body shame by practicing radical self-acceptance, mirror work, and intentionally replacing shame with pride throughout his weight loss journey. Using the experience of standing naked in front of more than 100 people as a catalyst, he argues that true sustainability comes from reconnecting with your body, accepting where you are today, and practicing self-compassion long before reaching your goal weight.",
EP-073,73,"My mom's last ""Day 1"" ever",2025-05-06,https://youtube.com/watch?v=cd1ZdXVzADw,EP-073 - My mom's last -Day 1- ever - EP 073.txt,../YT Transcripts/EP-073 - My mom's last -Day 1- ever - EP 073.txt,Coaching Session,Sustainable Weight Loss,How do you break a lifetime of failed diets and make this your last Day 1?,"Repeating decades of all-or-nothing dieting without changing eating habits, while believing another short-term attempt will finally solve the problem.","Permanent weight loss comes from gradually changing lifestyle, food quality, routines, and self-accountability rather than chasing fast results through restrictive diets or excessive exercise.",Common Sense Diet,Go-To Meals; Common Sense Diet System,Last Day 1,"sustainable weight loss, failed diets, cravings, healthy eating, go-to meals, meal planning, calorie counting, food quality, exercise, obesity","Fear, hope, determination, self-consciousness, vulnerability, empowerment","People who have spent years restarting diets and regaining weight, especially chronic yo-yo dieters seeking a permanent solution",Starting Over,"all-or-nothing thinking, sustainable habits, habit formation, food quality, self-accountability, cravings, body image, identity transformation, lifestyle change","last day one, how to stop restarting diets, why diets fail, sustainable weight loss, how to lose weight permanently, food quality vs calories, go-to meals, common sense diet, breaking the diet cycle","identity reconstruction, cognitive reframing, self-accountability, future-oriented thinking, intrinsic motivation, habit formation",Weight loss is not achieved through crash diets or extreme exercise; eating less is not enough if food quality never changes; calorie counting alone does not create lasting success; fast weight loss is not more sustainable; exercise cannot compensate for an unsustainable lifestyle; permanent results require changing daily habits rather than repeatedly restarting.,"Nick coaches his mother through the beginning of her lifelong weight loss journey by uncovering decades of failed dieting, identifying her pattern of restarting every Monday, reframing success around sustainable habits instead of rapid weight loss, introducing the Common Sense Diet System and Go-To Meals, emphasizing healthier food quality over simply eating less, establishing food accountability, defining a deeper personal ""why,"" and positioning gradual lifestyle change—not another diet—as the path to making this her final Day 1.",
EP-074,74,My mom has NO CRAVINGS (first time ever),2025-05-14,https://youtube.com/watch?v=EiP3nvoECA8,EP-074 - My mom has NO CRAVINGS (first time ever) - EP 074.txt,../YT Transcripts/EP-074 - My mom has NO CRAVINGS (first time ever) - EP 074.txt,Coaching Session / Progress Update,Cravings & Habit Change,Why do cravings disappear when you consistently nourish your body?,Believing cravings are permanent while remaining fixated on the scale instead of the long-term life being created through daily habits.,"Sustainable weight loss comes from consistently living like a healthy person—eating satisfying whole foods, building repeatable habits, and making daily choices based on the future you want rather than today's cravings or tomorrow's weigh-in.",Common Sense Diet,Go-To Meals,Daily walks; non-scale victories; moderation; calorie awareness,"cravings, candy cravings, hunger, whole foods, meal planning, go-to meals, walking, daily habits, future self, scale obsession","Hope, pride, optimism, self-belief, fear of aging, empowerment",People beginning a sustainable weight loss journey who struggle with constant cravings and relying on the scale for motivation,Early Weight Loss,"cravings, habit formation, non-scale victories, scale dependence, future self, identity transformation, sustainable habits, intrinsic motivation","how to stop craving candy, why cravings disappear, why whole foods reduce cravings, how to stop obsessing over the scale, healthy relationship with food, future self exercise, go-to meals, sustainable weight loss habits","identity reconstruction, cognitive reframing, future self visualization, intrinsic motivation, delayed gratification, habit formation",Constant cravings are not inevitable; eating more nutritious food can reduce cravings instead of increasing them; losing weight is not about eating as little as possible; the scale is not the only measure of progress; motivation does not have to come from fear alone; healthy eating does not require eating the exact same meals forever.,"Stacy loses 4.2 lbs in her first week while eating more structured meals, eliminating daily candy cravings, and reducing snacking. Nick explains why consistent meals and whole foods improve satiety, teaches how to build personalized go-to meals instead of rigid meal plans, encourages measuring progress beyond the scale, and introduces a future-self visualization exercise (""Ycats vs. Stacy"") to connect everyday decisions with the long-term life she wants to create.",
EP-075,75,Fixing my mom's relationship with food,2025-05-21,https://youtube.com/watch?v=8xqD0EYA9yM,EP-075 - Fixing my mom's relationship with food - EP 075.txt,../YT Transcripts/EP-075 - Fixing my mom's relationship with food - EP 075.txt,Coaching Session / Progress Update,Relationship with Food,How do you build a healthy relationship with food instead of fearing or avoiding it?,"Viewing favorite foods as either forbidden or uncontrollable, leading to restriction, guilt, and eventual overeating.","A healthy relationship with food comes from changing how you interact with food—not eliminating it—through mindfulness, intentional enjoyment, and practicing moderation in real-life situations.",Common Sense Diet,,Non-scale victories; mindful eating; protein with breakfast; food logging,"relationship with food, mindful eating, fast food, cravings, emotional eating, moderation, non-scale victories, protein, sustainable weight loss","Self-compassion, encouragement, patience, confidence, freedom",People who feel controlled by food and believe they must completely avoid favorite foods to lose weight,Early Weight Loss,"relationship with food, mindful eating, non-scale victories, food guilt, all-or-nothing thinking, emotional eating, sustainable habits, moderation","how to improve your relationship with food, mindful eating exercise, how to stop fearing food, can I eat fast food and lose weight, emotional eating, moderation instead of restriction, non-scale victories","cognitive reframing, emotional regulation, avoidance coping, self-awareness, habit formation",Favorite foods are not the enemy; avoiding treats forever is not sustainable; a streak of never eating fast food is not the goal; faster weight loss is not more important than healing your relationship with food; progress should not be judged only by the scale.,"Through a coaching session with his mom, Nick reframes food as something to enjoy rather than fear. Using a mindful eating exercise with a Chick-fil-A sandwich, he teaches her to slow down, fully experience food, eat favorite foods intentionally for meaningful occasions, prioritize non-scale victories, and develop a relationship with food that supports lifelong weight maintenance rather than temporary dieting.",
EP-076,76,32 lbs in 17 weeks without suffering...,2025-05-28,https://youtube.com/watch?v=o3FZz4GsquE,EP-076 - 32 lbs in 17 weeks without suffering... - #076.txt,../YT Transcripts/EP-076 - 32 lbs in 17 weeks without suffering... - #076.txt,Success Story,Sustainable Weight Loss,What makes sustainable weight loss fundamentally different from every diet that works temporarily?,"Repeatedly losing weight through restrictive diets without changing the underlying relationship with food or self, leading to inevitable regain.",Lasting weight loss comes from transforming your relationship with yourself and food so that healthy behaviors become your normal life rather than a temporary diet.,Common Sense Diet,Last Day 1; Fat Mind,Mirror work; food log; food noise,"sustainable weight loss, success story, food noise, relationship with food, motivation, Weight Watchers, keto, intermittent fasting","Hope, self-belief, freedom, joy, confidence, empowerment",People who have tried multiple diets and keep regaining weight despite knowing what to do,Actively Losing,"identity transformation, relationship with food, food noise, self-worth, sustainable habits, motivation, all-or-nothing thinking, self-compassion","sustainable weight loss success story, 32 pounds in 17 weeks, why diets fail, food noise, relationship with food, Common Sense Diet, how to keep weight off, motivation for weight loss","identity reconstruction, cognitive reframing, self-compassion, self-efficacy, intrinsic motivation","Fast weight loss is not the same as sustainable weight loss; motivation does not come before action; calorie-focused diets alone do not fix obesity; reaching goal weight does not automatically solve maintenance; lasting success requires changing your relationship with yourself, not just your food.","Lac Mini shares how losing 31.5 pounds in 17 weeks differed from every previous diet because she transformed her mindset instead of simply restricting food. The conversation emphasizes that sustainable weight loss comes from healing food noise, building self-worth, creating lasting habits, and living the lifestyle of a healthy person before reaching goal weight.",
EP-077,77,Anxiety & obesity feed each other (my mom's journey),2025-06-04,https://youtube.com/watch?v=N6GuIvYzMLM,EP-077 - Anxiety & obesity feed each other (my mom's journey) - #077.txt,../YT Transcripts/EP-077 - Anxiety & obesity feed each other (my mom's journey) - #077.txt,Coaching Session / Progress Update,Anxiety & Emotional Eating,"How does chronic anxiety contribute to obesity, and what must be addressed before lasting weight loss can happen?","Treating food and medication as the primary problems while chronic anxiety, poor sleep, and constant distraction continue driving unhealthy behaviors.",Sustainable weight loss requires addressing the emotional root causes of obesity—especially anxiety—rather than only focusing on food.,,,Relationship with food,"anxiety, emotional eating, sleep, screen time, medical anxiety, cravings","Anxiety, fear, safety, self-compassion, hope, vulnerability","People whose anxiety, stress, or emotional discomfort repeatedly derail their weight loss efforts",Early Weight Loss,"anxiety, emotional eating, medical anxiety, sleep hygiene, avoidance coping, relationship with food, sustainable weight loss","anxiety and obesity, anxiety causes overeating, emotional eating anxiety, medical anxiety weight loss, sleep and weight loss, screen time and anxiety, overcoming anxiety to lose weight","emotional regulation, avoidance coping, cognitive reframing, childhood conditioning, self-soothing",Obesity is not primarily caused by food alone; anxiety is not necessarily a lifelong condition that cannot improve; medication alone does not resolve the underlying causes of anxiety; improving sleep and reducing constant distraction can be foundational to improving both anxiety and weight loss.,"During a coaching session with his mother, Nick explores how lifelong anxiety, rooted in childhood experiences, has shaped her relationship with food, sleep, and health. Rather than focusing on dieting, he coaches her toward addressing anxiety, improving sleep, reducing nighttime phone use, and recognizing that emotional healing is central to sustainable weight loss.",
EP-078,78,My fat mind vs. my healthy mind,2025-06-11,https://youtube.com/watch?v=uhiFNqQZu_4,EP-078 - My fat mind vs. my healthy mind - #078.txt,../YT Transcripts/EP-078 - My fat mind vs. my healthy mind - #078.txt,Solo,Identity Transformation,"What are the differences between a fat mind and a healthy mind, and how do you make that mental shift permanent?","Continuing to think like someone with obesity even while trying to lose weight, resulting in repeated cycles of temporary success and weight regain.","Permanent weight loss comes from transforming your identity, beliefs, and daily thought patterns so your behaviors naturally align with a healthy life.",Fat Mind,Healthy Mind; Common Sense Diet,Food noise; mirror work; loose skin; skinny privilege,"fat mind, healthy mind, food noise, calories, macros, mirror, loose skin, skinny privilege, fitness, cravings, relationship with food","Hope, self-respect, self-acceptance, freedom, empowerment",Chronic dieters who know how to lose weight but keep regaining it because their thinking never changes,Identity Transformation,"identity transformation, self-respect, body image, relationship with food, food noise, self-awareness, sustainable weight loss, healthy habits, self-worth","fat mind vs healthy mind, how to change your mindset to lose weight, identity transformation weight loss, food noise, sustainable weight loss, mirror exercise, loose skin after weight loss, skinny privilege","identity reconstruction, cognitive reframing, self-awareness, self-acceptance, external validation, emotional regulation",Weight loss is not primarily about calories or macros; keto and extreme restriction are not sustainable solutions; healthy foods are not interchangeable with processed foods solely because calories match; losing weight first and learning maintenance later does not work; loose skin is not a reason to avoid weight loss; skinny privilege is largely driven by changes in self-perception and self-respect rather than appearance alone.,"Nick contrasts his former ""fat mind"" with his current ""healthy mind"" across multiple areas of life—including food, exercise, medication, body image, money, relationships, and self-worth—to illustrate that sustainable weight loss is ultimately an identity transformation. Permanent success comes from living as the healthy person now rather than waiting for the scale to grant permission.",
EP-079,79,How I stopped eating my feelings...,2025-06-18,https://youtube.com/watch?v=Ko3m2tBi_44,EP-079 - How I stopped eating my feelings... - #079.txt,../YT Transcripts/EP-079 - How I stopped eating my feelings... - #079.txt,Solo,Emotional Eating,How do you stop using food to cope with difficult emotions instead of simply managing emotional eating?,Automatically turning to food whenever intense emotions arise because feelings are avoided rather than processed.,Emotional eating is healed by fully experiencing and expressing emotions instead of replacing food with another coping mechanism.,Common Sense Diet,,Worthiness; relationship with self,"emotional eating, coping, feelings, stress, anxiety, food addiction, relationship with food, emotional hunger","Vulnerability, sadness, fear, self-compassion, relief, empowerment",People whose emotions consistently dictate how and what they eat,Identity Transformation,"emotional eating, emotional regulation, avoidance coping, relationship with food, self-awareness, self-compassion, identity transformation","how to stop emotional eating, why do I eat my feelings, coping with stress without food, emotional hunger, relationship with food, how to stop stress eating","emotional regulation, avoidance coping, cognitive reframing, self-awareness, emotional processing",Emotional eating is not solved by finding better coping mechanisms; healing is different from coping; food is not the real solution to emotional pain; you don't have to spend your life managing emotional eating—it can become largely irrelevant by processing emotions directly.,"Using personal experiences of anaphylaxis, a hotel fire, and other highly stressful events, Nick demonstrates that lasting freedom from emotional eating comes from recognizing emotions, speaking them honestly, allowing yourself to fully feel them, and removing the need for food as emotional regulation. The goal is not better coping, but genuine healing.",
EP-080,80,How to keep the weight off with ease.,2025-06-25,https://youtube.com/watch?v=fx_StZyldU0,EP-080 - How to keep the weight off with ease. - #080.txt,../YT Transcripts/EP-080 - How to keep the weight off with ease. - #080.txt,Solo,Weight Loss Maintenance,How do you actually keep the weight off instead of regaining it after reaching your goal?,"Losing weight through temporary behaviors, then having no sustainable lifestyle to maintain after the diet ends.",Build the lifestyle of your healthiest self before reaching your goal weight so nothing needs to change once you get there.,Common Sense Diet,,Radical honesty; Wonderland; emotional eating; cravings,"weight maintenance, weight regain, healthy identity, emotional eating, cravings, lifestyle change, non-scale victories","Hope, self-belief, empowerment, honesty, clarity",People who know how to lose weight but repeatedly regain it,Actively Losing,"weight maintenance, identity transformation, emotional eating, healthy habits, self-talk, boundaries, lifestyle design, sustainable weight loss","how to keep the weight off, why I regain weight, sustainable weight loss, identity change for weight loss, emotional eating, healthy lifestyle, weight loss maintenance","identity reconstruction, cognitive reframing, emotional regulation, self-awareness, future self visualization, values clarification","Maintenance does not begin after reaching your goal weight; rapid weight loss followed by a separate maintenance phase is not sustainable; food is not the root problem; cravings are not solved by willpower alone; lasting weight loss requires changing your life, not just your diet.","Nick guides listeners through an 18-question visualization exercise to define how their healthiest self thinks, eats, works, moves, sets boundaries, manages stress, builds relationships, and spends free time. The episode argues that sustainable weight loss happens when you begin living that identity now, eliminating the need for a behavioral transition after reaching your goal weight.",
